,subject,age,run,imp_score
0,201.0,19.25,1.0,1.805755208333333
1,201.0,19.25,2.0,1.5985291666666663
2,201.0,19.25,3.0,2.6449572916666666
3,201.0,19.25,4.0,1.680825
4,201.0,19.25,5.0,1.4457722916666667
5,201.0,19.25,6.0,1.5554085069444443
6,202.0,21.25,1.0,3.6731906249999993
7,202.0,21.25,2.0,3.214358333333333
8,202.0,21.25,3.0,2.6421392361111113
9,202.0,21.25,4.0,3.8375593749999997
10,202.0,21.25,5.0,3.332946249999999
11,202.0,21.25,6.0,3.248062847222222
12,203.0,22.0,1.0,0.6015072916666665
13,203.0,22.0,2.0,0.23677135416666667
14,203.0,22.0,3.0,0.22067013888888887
15,203.0,22.0,4.0,0.17399505208333332
16,203.0,22.0,5.0,0.20763749999999997
17,203.0,22.0,6.0,0.21553819444444433
18,208.0,12.583,1.0,-0.7641333333333333
19,208.0,12.583,2.0,-2.5339572916666673
20,208.0,12.583,3.0,-1.8049697916666672
21,208.0,12.583,4.0,-2.711533854166667
22,208.0,12.583,5.0,-1.7261079166666669
23,208.0,12.583,6.0,-1.51366875
24,211.0,7.25,1.0,-5.882554166666667
25,211.0,7.25,2.0,0.9739057291666677
26,211.0,7.25,3.0,3.331867708333334
27,211.0,7.25,4.0,3.4930789062499996
28,211.0,7.25,5.0,1.0902777083333333
29,211.0,7.25,6.0,0.7526428819444441
30,212.0,8.42,1.0,1.8712958333333334
31,212.0,8.42,2.0,2.698580729166667
32,212.0,8.42,3.0,2.5571010416666673
33,212.0,8.42,4.0,0.6289588541666669
34,212.0,8.42,5.0,0.28578437500000015
35,212.0,8.42,6.0,1.291288888888889
36,213.0,12.17,1.0,0.9904989583333329
37,213.0,12.17,2.0,0.34979427083333303
38,213.0,12.17,3.0,0.09479270833333314
39,213.0,12.17,4.0,1.4211583333333333
40,213.0,12.17,5.0,1.1603483333333335
41,220.0,11.67,1.0,5.6464875
42,220.0,11.67,2.0,4.718233854166666
43,220.0,11.67,3.0,1.0564420138888886
44,220.0,11.67,4.0,0.28692578124999985
45,220.0,11.67,5.0,1.5556335416666667
46,220.0,11.67,6.0,1.2022706597222221
47,221.0,9.5,1.0,2.9434697916666663
48,221.0,9.5,2.0,-0.17987239583333325
49,221.0,9.5,3.0,0.7159173611111113
50,221.0,9.5,4.0,1.04625
51,221.0,9.5,5.0,0.6362402083333334
52,221.0,9.5,6.0,-0.016527083333333376
53,222.0,6.92,1.0,0.8281781249999998
54,222.0,6.92,2.0,4.490940104166666
55,222.0,6.92,3.0,2.6814128472222216
56,222.0,6.92,4.0,2.5982921875
57,222.0,6.92,5.0,3.5054447916666667
58,222.0,6.92,6.0,2.8346616319444444
59,223.0,21.0,1.0,8.714925
60,223.0,21.0,2.0,5.3391593749999995
61,223.0,21.0,3.0,3.822463194444444
62,223.0,21.0,4.0,3.643656770833333
63,223.0,21.0,5.0,2.971565
64,223.0,21.0,6.0,2.6960998263888896
65,224.0,20.83,1.0,9.714764583333334
66,224.0,20.83,2.0,4.702795833333334
67,224.0,20.83,3.0,2.9564809027777774
68,224.0,20.83,4.0,2.0119945312499996
69,224.0,20.83,5.0,1.0269493749999996
70,224.0,20.83,6.0,1.320453125
71,226.0,7.92,1.0,-7.1134031250000005
72,226.0,7.92,2.0,-6.990934895833334
73,226.0,7.92,3.0,-4.890484375
74,226.0,7.92,4.0,-2.15587109375
75,226.0,7.92,5.0,-1.6958645833333332
76,226.0,7.92,6.0,-0.7187621527777782
77,228.0,24.5,1.0,1.3337666666666665
78,228.0,24.5,2.0,0.5934385416666661
79,228.0,24.5,3.0,0.31292256944444397
80,228.0,24.5,4.0,0.32880624999999963
81,228.0,24.5,5.0,0.30207583333333304
82,228.0,24.5,6.0,0.17318506944444426
83,229.0,8.17,1.0,5.2017750000000005
84,229.0,8.17,2.0,1.3636046875000003
85,229.0,8.17,3.0,-0.1601645833333327
86,229.0,8.17,4.0,-0.39823177083333283
87,229.0,8.17,5.0,-0.26680270833333297
88,229.0,8.17,6.0,-0.6159395833333332
89,230.0,8.0,1.0,3.89490625
90,230.0,8.0,2.0,6.115634895833334
91,230.0,8.0,3.0,5.725685416666668
92,230.0,8.0,4.0,2.0107192708333343
93,231.0,19.75,1.0,13.934636458333333
94,231.0,19.75,2.0,7.270742708333334
95,231.0,19.75,3.0,4.877689930555555
96,231.0,19.75,4.0,3.8233661458333335
97,231.0,19.75,5.0,1.8995325
98,231.0,19.75,6.0,1.5994999999999997
99,232.0,25.25,1.0,3.873354166666667
100,232.0,25.25,2.0,1.5263489583333336
101,232.0,25.25,3.0,1.1046034722222224
102,232.0,25.25,4.0,1.5258166666666666
103,232.0,25.25,5.0,1.2665185416666667
104,232.0,25.25,6.0,1.0998237847222223
105,235.0,21.17,1.0,-0.06929895833333344
106,235.0,21.17,2.0,-1.4619848958333335
107,235.0,21.17,3.0,-0.5927145833333335
108,235.0,21.17,4.0,-0.1958671875000001
109,235.0,21.17,5.0,-0.24220541666666678
110,235.0,21.17,6.0,-0.11536753472222226
111,238.0,19.67,1.0,4.107546875
112,238.0,19.67,2.0,2.0353416666666666
113,238.0,19.67,3.0,1.2557020833333332
114,238.0,19.67,4.0,1.2112046875
115,238.0,19.67,5.0,1.3279345833333334
116,238.0,19.67,6.0,0.5991657986111113
117,239.0,12.67,1.0,-0.07706354166666667
118,239.0,12.67,2.0,1.5577796874999998
119,239.0,12.67,3.0,0.6893364583333336
120,239.0,12.67,4.0,1.2218708333333332
121,239.0,12.67,5.0,1.3478014583333333
122,239.0,12.67,6.0,1.0684354166666663
123,240.0,8.75,1.0,1.5420937499999996
124,240.0,8.75,2.0,0.9127291666666665
125,240.0,8.75,3.0,-0.4026493055555558
126,240.0,8.75,4.0,-0.18667708333333358
127,240.0,8.75,5.0,-0.230697916666667
128,240.0,8.75,6.0,0.16576649305555524
129,241.0,10.5,1.0,10.936576041666669
130,241.0,10.5,2.0,1.1820942708333355
131,241.0,10.5,3.0,0.640662152777779
132,241.0,10.5,4.0,0.6878281250000005
133,241.0,10.5,5.0,-0.4097741666666662
134,241.0,10.5,6.0,-0.40542118055555526
135,243.0,11.5,1.0,4.302536458333334
136,243.0,11.5,2.0,4.439822916666667
137,243.0,11.5,3.0,3.8908107638888887
138,243.0,11.5,4.0,4.000476302083333
139,243.0,11.5,5.0,5.157994791666667
140,243.0,11.5,6.0,4.532237326388889
141,246.0,12.5,1.0,6.688130208333334
142,246.0,12.5,2.0,3.4094161458333336
143,246.0,12.5,3.0,2.2426857638888893
144,246.0,12.5,4.0,4.142079427083333
145,246.0,12.5,5.0,3.535584583333333
146,246.0,12.5,6.0,3.020621180555556
147,247.0,12.67,1.0,5.084877083333332
148,247.0,12.67,2.0,3.3444093749999997
149,247.0,12.67,3.0,1.8078013888888889
150,247.0,12.67,4.0,1.2737080729166665
151,247.0,12.67,5.0,-1.0183604166666664
152,247.0,12.67,6.0,-1.5077817708333334
153,248.0,11.5,1.0,2.816930208333333
154,248.0,11.5,2.0,1.4368265624999998
155,248.0,11.5,3.0,0.7629076388888887
156,248.0,11.5,4.0,1.3767677083333334
157,248.0,11.5,5.0,1.144369375
158,249.0,12.67,1.0,-3.0117927083333327
159,249.0,12.67,2.0,-1.1011421874999998
160,249.0,12.67,3.0,-0.4885305555555554
161,249.0,12.67,4.0,0.23703515625000027
162,249.0,12.67,5.0,-0.9931529166666664
163,249.0,12.67,6.0,0.1346689236111116
164,250.0,11.67,1.0,0.1702031249999998
165,250.0,11.67,2.0,0.004704687499999999
166,250.0,11.67,3.0,0.8805399305555554
167,250.0,11.67,4.0,1.8242372395833333
168,250.0,11.67,5.0,1.3817795833333333
169,250.0,11.67,6.0,1.1518527777777774
170,251.0,11.33,1.0,2.041309375
171,251.0,11.33,2.0,1.7391604166666665
172,251.0,11.33,3.0,1.2365819444444441
173,251.0,11.33,4.0,1.3388059895833333
174,251.0,11.33,5.0,1.41934125
175,251.0,11.33,6.0,1.3576796875000001
176,252.0,22.42,1.0,12.849272916666665
177,252.0,22.42,2.0,7.4268515625
178,252.0,22.42,3.0,4.9835618055555555
179,252.0,22.42,4.0,4.051821354166666
180,252.0,22.42,5.0,3.3081195833333332
181,252.0,22.42,6.0,2.8086987847222216
182,253.0,9.08,1.0,1.3776364583333334
183,253.0,9.08,2.0,0.8622802083333332
184,253.0,9.08,3.0,0.517095486111111
185,253.0,9.08,4.0,0.5625658854166666
186,253.0,9.08,5.0,0.4422522916666667
187,253.0,9.08,6.0,0.3292161458333333
188,255.0,19.83,1.0,2.1804135416666672
189,255.0,19.83,2.0,1.700068229166667
190,255.0,19.83,3.0,1.772291666666667
191,255.0,19.83,4.0,2.1200434895833338
192,255.0,19.83,5.0,1.9344633333333339
193,255.0,19.83,6.0,1.714040451388889
194,258.0,19.67,1.0,8.337126041666666
195,258.0,19.67,2.0,4.7445598958333335
196,258.0,19.67,3.0,2.9571392361111113
197,258.0,19.67,4.0,2.261153125
198,258.0,19.67,5.0,1.7980981249999999
199,258.0,19.67,6.0,1.497289756944444
200,259.0,21.67,1.0,7.702486458333333
201,259.0,21.67,2.0,4.1646729166666665
202,259.0,21.67,3.0,2.6799961805555554
203,259.0,21.67,4.0,2.0188143229166666
204,259.0,21.67,5.0,2.0462610416666664
205,259.0,21.67,6.0,2.0641385416666664
206,260.0,21.83,1.0,3.449385416666666
207,260.0,21.83,2.0,2.1318557291666664
208,260.0,21.83,3.0,1.2213986111111113
209,260.0,21.83,4.0,0.9812091145833334
210,260.0,21.83,5.0,1.26269125
211,260.0,21.83,6.0,1.063865798611111
212,261.0,20.25,1.0,2.656323958333333
213,261.0,20.25,2.0,1.1142427083333335
214,261.0,20.25,3.0,1.2260326388888891
215,261.0,20.25,4.0,0.8105458333333335
216,261.0,20.25,5.0,0.8943089583333336
217,261.0,20.25,6.0,0.6146989583333334
218,262.0,8.75,1.0,0.8486302083333334
219,262.0,8.75,2.0,-0.33033906250000017
220,262.0,8.75,3.0,1.8775031250000003
221,262.0,8.75,4.0,1.7362440104166665
222,262.0,8.75,5.0,3.2418445833333336
223,262.0,8.75,6.0,0.9511883680555556
224,266.0,19.58,1.0,2.1064833333333337
225,266.0,19.58,2.0,0.7072786458333333
226,266.0,19.58,3.0,0.37134027777777784
227,266.0,19.58,4.0,1.0708434895833334
228,266.0,19.58,5.0,1.338918125
229,266.0,19.58,6.0,0.11169010416666669
230,268.0,9.08,1.0,3.0175687499999997
231,268.0,9.08,2.0,2.7657890625
232,268.0,9.08,3.0,1.9406770833333333
233,268.0,9.08,4.0,1.3116302083333333
234,268.0,9.08,5.0,-1.2074193750000002
235,268.0,9.08,6.0,-1.311518576388889
236,270.0,24.08,1.0,3.2447833333333334
237,270.0,24.08,2.0,2.3398395833333336
238,270.0,24.08,3.0,1.6788968750000002
239,270.0,24.08,4.0,1.6162080729166668
240,270.0,24.08,5.0,1.4554695833333333
241,270.0,24.08,6.0,1.2392522569444446
242,271.0,22.0,1.0,1.8170958333333334
243,271.0,22.0,2.0,4.667248958333333
244,271.0,22.0,3.0,2.8315048611111115
245,271.0,22.0,4.0,2.4302083333333337
246,271.0,22.0,5.0,1.8663787500000004
247,271.0,22.0,6.0,1.3114125
248,273.0,9.83,1.0,2.8481031249999997
249,273.0,9.83,2.0,1.9016125
250,273.0,9.83,3.0,1.6195277777777772
251,273.0,9.83,4.0,2.2668117187499996
252,273.0,9.83,5.0,1.5118741666666664
253,273.0,9.83,6.0,0.6286659722222221
254,277.0,10.58,1.0,-2.087406250000001
255,277.0,10.58,2.0,0.4946984375000001
256,277.0,10.58,3.0,-0.22081145833333327
257,277.0,10.58,4.0,0.42955338541666677
258,278.0,10.75,1.0,0.8537343749999998
259,278.0,10.75,2.0,0.4514088541666669
260,278.0,10.75,3.0,-0.7136545138888888
261,278.0,10.75,4.0,1.7817223958333335
262,278.0,10.75,5.0,1.6597904166666666
263,278.0,10.75,6.0,1.9654190972222227
264,279.0,8.17,1.0,-3.921048958333334
265,279.0,8.17,2.0,-2.63270625
266,279.0,8.17,3.0,-1.8751388888888885
267,279.0,8.17,4.0,-0.2712890624999996
268,279.0,8.17,5.0,1.1630725000000002
269,279.0,8.17,6.0,0.1286211805555555
270,280.0,9.0,1.0,2.028238541666667
271,280.0,9.0,2.0,3.8376401041666672
272,280.0,9.0,3.0,2.965948263888889
273,280.0,9.0,4.0,2.8798664062500006
274,280.0,9.0,5.0,0.04683104166666672
275,280.0,9.0,6.0,0.43912604166666674
276,281.0,10.75,1.0,-0.01737291666666696
277,281.0,10.75,2.0,-8.348307291666666
278,281.0,10.75,3.0,-4.861960069444444
279,281.0,10.75,4.0,-3.03802578125
280,281.0,10.75,5.0,-3.9968260416666666
281,281.0,10.75,6.0,-3.1183258680555554
282,282.0,8.25,1.0,0.8517312499999992
283,282.0,8.25,2.0,-1.278601041666667
284,282.0,8.25,3.0,-1.9353329861111115
285,282.0,8.25,4.0,-0.32999166666666646
286,282.0,8.25,5.0,0.6038293750000001
287,282.0,8.25,6.0,0.5700057291666666
288,284.0,20.42,1.0,10.545252083333333
289,284.0,20.42,2.0,5.8042333333333325
290,284.0,20.42,3.0,3.8096052083333327
291,284.0,20.42,4.0,3.2396177083333333
292,284.0,20.42,5.0,2.855372916666666
293,284.0,20.42,6.0,2.7297288194444445
294,285.0,9.83,1.0,2.6868979166666667
295,285.0,9.83,2.0,4.0767927083333335
296,285.0,9.83,3.0,2.906597569444445
297,285.0,9.83,4.0,1.5365989583333333
298,285.0,9.83,5.0,0.3379720833333334
299,285.0,9.83,6.0,0.10384600694444453
300,289.0,7.17,1.0,-0.900959375
301,289.0,7.17,2.0,1.011303125
302,289.0,7.17,3.0,1.4169625000000001
303,289.0,7.17,4.0,1.562023958333333
304,289.0,7.17,5.0,1.0993420833333336
305,289.0,7.17,6.0,
306,291.0,20.92,1.0,-1.5846302083333326
307,291.0,20.92,2.0,0.8184369791666672
308,291.0,20.92,3.0,-3.1373194444444437
309,291.0,20.92,4.0,-1.4754458333333333
310,292.0,21.92,1.0,-0.42864270833333323
311,292.0,21.92,2.0,2.286825
312,292.0,21.92,3.0,1.952999652777778
313,292.0,21.92,4.0,1.6431229166666665
314,292.0,21.92,5.0,1.1748158333333332
315,292.0,21.92,6.0,1.080028125
316,293.0,21.67,1.0,4.284435416666667
317,293.0,21.67,2.0,1.173894791666667
318,293.0,21.67,3.0,0.15012604166666677
319,293.0,21.67,4.0,1.4866463541666666
320,293.0,21.67,5.0,1.533129375
321,293.0,21.67,6.0,1.208096875
322,294.0,7.5,1.0,4.266036458333334
323,294.0,7.5,2.0,2.711397916666667
324,294.0,7.5,3.0,2.0928937500000004
325,294.0,7.5,4.0,1.5825575520833333
326,294.0,7.5,5.0,1.580201458333333
327,297.0,8.75,1.0,0.14416875000000012
328,297.0,8.75,2.0,-3.967066145833333
329,297.0,8.75,3.0,-2.9939465277777777
330,297.0,8.75,4.0,-0.34533333333333305
331,297.0,8.75,5.0,0.31972062500000026
332,297.0,8.75,6.0,0.10394444444444477
333,298.0,7.83,1.0,9.040854166666668
334,298.0,7.83,2.0,4.4864609375
335,298.0,7.83,3.0,0.42697395833333324
336,298.0,7.83,4.0,3.3081330729166663
337,298.0,7.83,5.0,3.2536024999999995
338,298.0,7.83,6.0,2.9110137152777775
339,302.0,33.42,1.0,3.2525645833333336
340,302.0,33.42,2.0,2.059924479166667
341,302.0,33.42,3.0,1.313876041666667
342,302.0,33.42,4.0,1.2349364583333335
343,302.0,33.42,5.0,1.0447641666666667
344,302.0,33.42,6.0,1.1671571180555558
345,304.0,19.83,1.0,13.816867708333334
346,304.0,19.83,2.0,6.453684375
347,304.0,19.83,3.0,5.297223611111111
348,304.0,19.83,4.0,4.389819270833334
349,304.0,19.83,5.0,4.433133541666668
350,304.0,19.83,6.0,4.1141829861111106
351,305.0,20.67,1.0,3.4367697916666664
352,305.0,20.67,2.0,1.7733781249999998
353,305.0,20.67,3.0,1.4172420138888884
354,305.0,20.67,4.0,1.4823828125
355,305.0,20.67,5.0,1.131506875
356,305.0,20.67,6.0,0.9996557291666667
357,306.0,21.42,1.0,2.123625
358,306.0,21.42,2.0,2.8358020833333337
359,306.0,21.42,3.0,2.255987847222223
360,306.0,21.42,4.0,2.345101041666667
361,306.0,21.42,5.0,2.335742708333334
362,306.0,21.42,6.0,1.8762046875000002
363,308.0,12.42,1.0,1.9922083333333334
364,308.0,12.42,2.0,1.2666854166666666
365,308.0,12.42,3.0,0.6124118055555555
366,308.0,12.42,4.0,0.6599700520833334
367,308.0,12.42,5.0,0.5990920833333333
368,308.0,12.42,6.0,0.45658142361111104
369,310.0,11.83,1.0,1.1329281249999998
370,310.0,11.83,2.0,-1.0718770833333333
371,310.0,11.83,3.0,-0.4092003472222219
372,310.0,11.83,4.0,1.444367447916667
373,310.0,11.83,5.0,1.617297291666667
374,310.0,11.83,6.0,0.7326352430555557
375,312.0,20.75,1.0,1.4052125000000002
376,312.0,20.75,2.0,-3.057203124999999
377,312.0,20.75,3.0,-2.2479517361111103
378,312.0,20.75,4.0,-1.633902083333333
379,312.0,20.75,5.0,-1.0845266666666666
380,312.0,20.75,6.0,-1.2816520833333331
381,313.0,11.42,1.0,1.819122916666666
382,313.0,11.42,2.0,1.262717708333333
383,313.0,11.42,3.0,1.8767225694444445
384,313.0,11.42,4.0,2.44543203125
385,313.0,11.42,5.0,2.152524166666667
386,313.0,11.42,6.0,2.1874942708333336
387,314.0,11.42,1.0,8.360944791666665
388,314.0,11.42,2.0,4.876985416666665
389,314.0,11.42,3.0,0.4674868055555546
390,314.0,11.42,4.0,0.8383690104166662
391,314.0,11.42,5.0,0.48922812499999957
392,314.0,11.42,6.0,0.40676822916666633
393,315.0,12.17,1.0,0.2146677083333332
394,315.0,12.17,2.0,0.5854854166666669
395,315.0,12.17,3.0,2.0990020833333336
396,315.0,12.17,4.0,1.5234091145833335
397,315.0,12.17,5.0,2.0598206249999995
398,315.0,12.17,6.0,1.9223187499999999
399,316.0,12.75,1.0,-5.905959375000001
400,316.0,12.75,2.0,-2.3787036458333333
401,316.0,12.75,3.0,-1.5826333333333331
402,316.0,12.75,4.0,-0.6029723958333334
403,316.0,12.75,5.0,-0.6653752083333334
404,316.0,12.75,6.0,-0.6883161458333333
405,320.0,11.42,1.0,1.8151312500000003
406,320.0,11.42,2.0,0.7319588541666668
407,320.0,11.42,3.0,0.5075746527777779
408,320.0,11.42,4.0,0.21977734375000008
409,320.0,11.42,5.0,1.4545820833333336
410,320.0,11.42,6.0,1.2508640625
411,321.0,11.5,1.0,-3.0957364583333327
412,321.0,11.5,2.0,-4.201159895833333
413,321.0,11.5,3.0,-4.1195996527777785
414,321.0,11.5,4.0,-4.12798359375
415,321.0,11.5,5.0,-3.743018124999999
416,321.0,11.5,6.0,-2.476572395833333
417,322.0,12.25,1.0,-9.532280208333333
418,322.0,12.25,2.0,-4.565047916666666
419,322.0,12.25,3.0,-1.7976954861111107
420,322.0,12.25,4.0,-1.7362648437499997
421,322.0,12.25,5.0,-0.9557702083333328
422,322.0,12.25,6.0,-0.30385624999999966
423,323.0,7.92,1.0,0.7604374999999999
424,323.0,7.92,2.0,-0.22128385416666652
425,323.0,7.92,3.0,-0.830523611111111
426,323.0,7.92,4.0,0.08781979166666681
427,323.0,7.92,5.0,-0.13842999999999991
428,323.0,7.92,6.0,1.3807512152777779
429,324.0,9.92,1.0,1.206221875
430,324.0,9.92,2.0,-0.3096447916666668
431,324.0,9.92,3.0,-0.1114774305555557
432,324.0,9.92,4.0,2.569909114583333
433,324.0,9.92,5.0,2.3805379166666665
434,324.0,9.92,6.0,2.1720770833333334
435,327.0,10.75,1.0,2.86376875
436,327.0,10.75,2.0,1.4033635416666668
437,327.0,10.75,3.0,1.1395659722222222
438,327.0,10.75,4.0,0.9573023437500001
439,327.0,10.75,5.0,0.20729687499999994
440,327.0,10.75,6.0,0.20676666666666654
441,329.0,9.0,1.0,-0.2738916666666671
442,329.0,9.0,2.0,3.1792958333333328
443,329.0,9.0,3.0,0.7649156249999999
444,329.0,9.0,4.0,1.4821554687500003
445,329.0,9.0,5.0,1.725323541666667
446,329.0,9.0,6.0,1.1298887152777775
447,331.0,10.42,1.0,1.820745833333333
448,331.0,10.42,2.0,4.403309375
449,331.0,10.42,3.0,2.9452593749999996
450,331.0,10.42,4.0,2.4420078125
451,331.0,10.42,5.0,1.7250835416666668
452,331.0,10.42,6.0,1.4210095486111112
453,333.0,10.08,1.0,14.321428124999999
454,333.0,10.08,2.0,7.1407328125
455,333.0,10.08,3.0,4.504557986111111
456,333.0,10.08,4.0,3.3903622395833333
457,333.0,10.08,5.0,2.82991875
458,333.0,10.08,6.0,2.6939803819444443
459,334.0,10.0,1.0,0.6964062499999992
460,334.0,10.0,2.0,-2.754713020833334
461,334.0,10.0,3.0,-3.8086121527777785
462,334.0,10.0,4.0,-3.3057812500000003
463,334.0,10.0,5.0,-2.8692929166666667
464,336.0,10.67,1.0,3.2582218750000003
465,336.0,10.67,2.0,4.634525
466,336.0,10.67,3.0,3.354553819444444
467,336.0,10.67,4.0,-0.36946432291666653
468,336.0,10.67,5.0,0.16175166666666677
469,336.0,10.67,6.0,-0.2085138888888888
470,339.0,10.17,1.0,1.3997458333333332
471,339.0,10.17,2.0,2.2658489583333337
472,339.0,10.17,3.0,1.8454034722222226
473,339.0,10.17,4.0,1.8539171875000002
474,339.0,10.17,5.0,3.0512943750000003
475,339.0,10.17,6.0,2.7761524305555554
476,341.0,7.92,1.0,-1.5492135416666661
477,341.0,7.92,2.0,-6.323324479166667
478,341.0,7.92,3.0,-6.909702430555555
479,341.0,7.92,4.0,-1.685146614583334
480,341.0,7.92,5.0,0.30747958333333286
481,341.0,7.92,6.0,-0.17596753472222262
482,343.0,9.75,1.0,1.7012062500000007
483,343.0,9.75,2.0,1.5022843750000003
484,343.0,9.75,3.0,2.7240531249999997
485,343.0,9.75,4.0,1.7530312500000007
486,343.0,9.75,5.0,2.017694583333334
487,343.0,9.75,6.0,2.6522288194444448
488,345.0,8.42,1.0,0.06211666666666682
489,345.0,8.42,2.0,-2.811441666666666
490,345.0,8.42,3.0,-2.390826041666666
491,345.0,8.42,4.0,-1.1703494791666667
492,345.0,8.42,5.0,-0.4042849999999998
493,345.0,8.42,6.0,-0.2192583333333331
494,350.0,8.25,1.0,2.297817708333333
495,350.0,8.25,2.0,1.9342651041666652
496,350.0,8.25,3.0,1.7102979166666656
497,350.0,8.25,4.0,2.9523437499999994
498,350.0,8.25,5.0,2.6018156249999995
499,350.0,8.25,6.0,1.4326277777777774
500,351.0,7.5,1.0,2.8807718750000006
501,351.0,7.5,2.0,3.877090625000001
502,351.0,7.5,3.0,1.4874173611111121
503,351.0,7.5,4.0,2.1004679687500007
504,351.0,7.5,5.0,0.4848195833333338
505,351.0,7.5,6.0,2.324666666666667
